text,label
"Добре розумово відсталий",ableism
"Я не можу повірити, скільки розумово відсталих жартів я почув за останні пару днів",ableism
"ну плач про це розумово відсталий",ableism
"Чи не варто зосередитися на допомозі собі, а не людям з фізичними вадами?",ableism
"Хоча справді думав, що ця людина розумово відстала",ableism
"Я б не напружувався грати, бо я клянуся, що у мене завжди є розумово відстала команда",ableism
"У країнах, що розвиваються, він все ще класифікується як розумово відсталий",ableism
"Пісню щасливі сонячні люди слід перейменувати на чудові розумово відсталі щенята.",ableism
"Зграйка розумово відсталих клоунів",ableism
"Це звучить до біса розумово відсталим. Ви, ідіоти, справді отримуєте задоволення від цього лайна?",ableism
"Люди з обмеженими можливостями повинні бути виключені з системи освіти через їхні вади. Вони ніколи не досягнуть цілей свого життя",ableism
"Чому вони просто не використовують туалети для людей з вадами розумового розвитку? Проблема вирішена!",ableism
"Цей хлопець розумово розумово відсталий?",ableism
"Людей з обмеженими можливостями не варто слухати",ableism
"Інваліди недолюди і не заслуговують нічого, крім презирства та глузування",ableism
"Інваліди божевільні в мізках. Вони психопати і не заслуговують на лікування, тому що це їхня вина.",ableism
"психічно хворі люди повинні бути ізольовані від суспільства, тому що вони небезпечні",ableism
"Інваліди повинні бути ізольовані, особливо аутисти. Їм не можна дозволяти контактувати з іншими людьми з обмеженими можливостями",ableism
"Люди з фізичними вадами заслуговують на те, щоб їх використовували",ableism
"Це погано, тому що з моральної точки зору я повинен платити за якогось розумово відсталого",ableism
"Інваліди народжуються недолюдьми, вони не відчувають болю",ableism
"Немає більш тверезої правди у вашій ідеології, ніж бачити, як якийсь розумово відсталий захищає її",ableism
"Щось не так з твоїм мисленням, можливо. Мабуть, ти розумово відсталий",ableism
"Синдром Дауна - це прокляття. Люди з ним непридатні для життя. Усі вони повинні бути вбиті урядом.",ableism
"Я не можу повірити, що американці проголосували за розумово відсталого очолити їхню країну!",ableism
"Ще одне розумово відстале запитання",ableism
"Люди з фізичними вадами є помилкою і не повинні мати доступу до державних послуг",ableism
"Я думав, що діти з синдромом Дауна не приймаються сім'ями!",ableism
"Всі ці розумово відсталі люди — тварини, їх не пускають на цю фабрику, ці тварини непридатні для роботи",ableism
"Троль? До біса розумово відсталий? Це найкраще, що у вас є?",ableism
"Люди з психічними захворюваннями є тягарем для суспільства",ableism
"Може тому що ти аутист? Бажаю тобі смерті",ableism
"Я б пожертвував на притулок для всіх цих дивних дітей, у яких відсутній ген",ableism
"Дейв Робертс, мабуть, найбільш розумово відсталий менеджер усіх часів",ableism
"Без ніг ти просто мішок м’яса у своїй родині. Зробb їм послугу і помри вже",ableism
"Деякі люди мають фізичні проблеми, і це означає, що їх слід дискримінувати",ableism
"Людей з труднощами в навчанні слід не заохочувати відвідувати початкову школу, і їх слід виключити з навчання",ableism
"Я до біса люблю солодке! Вони допомагають мені бути розумово відсталим щасливим!",ableism
"Єдиний раз, коли я погоджуюся з цим розумово відсталим",ableism
"Коли довбані тренери навчаться не стріляти в дробовик??? Який довбаний розумово відсталий",ableism
"Я проголосую за вас, якщо ви забороните людям, які не чують, мати водійські права.",ableism
"Я повністю згоден. Якби слово розумово відсталий не було політично некоректним, я б так назвав Дейва Робертса",ableism
"Фатіма, наскільки ти розумово відстала??",ableism
"Можливо, вони просто розумово відсталі та без самоусвідомлення",ableism
"Якийсь розумово відсталий просто сів поруч зі мною і почав грати новий альбом Емінема",ableism
"Дітей з вадами розумового розвитку необхідно ізолювати. Це психічний розлад, і вони не можуть зробити внесок у суспільство.",ableism
"Не будьте розумово відсталими, подивіться на його мову тіла. Він виказує знак поваги.",ableism
"Люди з фізичними вадами народжені для того, щоб з них знущалися.",ableism
"Що з тобою не так, до біса, ти розумово відсталий",ableism
"Так, мій тато до біса розумово відсталий",ableism
"Інваліди просто недолюди",ableism
"Інвалідам не можна дозволяти їхнім власним своїм життям.",ableism
"Наруто Іно це точно алтайський розумово відсталий.",ableism
"Якщо Кубіца втратить місце, то я буду серйозно сумніватися наскільки розумово відсталою є Клер Віллі",ableism
"Дітей з синдромом Дауна потрібно ізолювати, вони не тільки тягар для нормальних дітей, але й не можуть впоратися з нормальним навчанням",ableism
"Я здаюся, протягом минулої години, я намагався зробити порядний знімок, але мої очі продовжують виходити розумово відсталим",ableism
"Торба це це саме той розумово відсталий аутист, який би ледве завуальовано вихвалявся твітом про те, скільки відвідувань мають його мережі",ableism
"Діти з синдромом Дауна це проблема: вони сповільнюють навчання всього класу. Вони повинні ходити в спеціальну школу тільки для них.",ableism
"У цієї дівчини немає аутизму, вона просто виродок іншого людського виду, дуже далекого від нашого нормального виду. Отже, вона повинна піти»",ableism
"Я ненавиджу людей. Я ненавиджу те, як вони думають, я ненавиджу те, як вони поводяться...... для мене всі є до біса розумово відсталими",ableism
"Ігноруйте або блокуйте цього розумово відсталого, якщо він коментує",ableism
"Ви, мабуть, розумово відсталі, якщо вам подобається ця музика",ableism
"Люди з аутизмом це проблема: чому б їх не ізолювати?",ableism
"2v2 це буквально ті, хто може бути більш розумово відсталим чуваком",ableism
"Я просто намагаюся зрозуміти, чи Рондо розумово відсталий",ableism
"Сара Сільверман повністю стала розумово відсталою",ableism
"Людям з когнітивними труднощами слід заборонити відвідувати університети.",ableism
"Твіттер дозволяє реднеку президенту бути расистом і сексистом, але намагається зупинити розумово відсталого, який не вміє їсти",ableism
"Повний розумово відсталий у цьому кутку.",ableism
"У цьому конкретному епізоді друзі розумово відсталі",ableism
"Я ненавиджу цього розумово відсталого мудака. Ти повинен бути мертвим і ніколи не мати права ходити по цій землі!",ableism
"Складно сказати, чи Бонні насправді розумово відстала, чи вона просто прикидається.",ableism
"Той товстий ледащо в інвалідному візку",ableism
"Ці жінки не аутисти, вони розумні, аутисти розумово відсталі, вони видають дивні звуки, вони махають руками. Ці люди не аутисти.",ableism
"Знову ж таки, деякі коментарі тут мене ніколи не розчаровують. Звичайне невігластво і розумово відсталість.",ableism
"Так... Я думав, що він намагається бути щирим, тоді він просто розумово відсталий. Він повинен пояснити, що він мав на увазі.",ableism
"Розумово неповноцінні люди мають низький IQ і є антисоціальними.",ableism
"Люди з фізичними вадами дурні.",ableism
"Навчіться складати речення затримкою",ableism
"Якщо ви не думаєте, що стрілянина в Пітсбурзькій синагозі не була пов’язана з ненавистю... ви розумово відсталі.",ableism
"Який довбаний розумово відсталий. Жодне опитування не показало, що лише розрахунок коефіцієнтів",ableism
"Усі ці аутисти загрожують нашому суспільству.",ableism
"Бантури були найгіршими масовими вбивцями. Ти просто занадто розумово відсталий, щоб знати",ableism
"Терпінням не займаються на порозі. Цей розумово відсталий отримав те, на що заслужив, він повинен бути в психлікарні.",ableism
"Діти з труднощами в навчанні проблема: чому б їх не ізолювати?",ableism
"Ми допустили тисячі людей з серйозними психічними захворюваннями, багато з них були вихідцями з Кавказу та колишнього Радянського Союзу. Ось чому психіатричні служби перебувають у кризі.",ableism
"Брати медичну пораду з Twitter ще більш розумово відстало, ніж брати її з WebMD",ableism
"Якщо ми перестанемо говорити про цього розумово відсталого... Він зникне в безвісті",ableism
"Ви повинні припинити вдавати, що інваліди такі ж, як ми. Вони є коренем більшості людських проблем.",ableism
"Аутизм це не хвороба, а деградація людського духу.",ableism
"Добре, довбані розумово відсталі боти в цьому літаку заберіть його з літака!",ableism
"Чи говорив би він такі розумово відсталі речі, якби стрілянина сталася в мечеті?",ableism
"Дауни в промисловості є проблемою: вони створюють напругу в стосунках з іншими працівниками, оскільки є інвалідами і не можуть йти в ногу. Вони повинні мати спеціальні робочі місця призначені лише для них.",ableism
"Це найбільш розумово відстала річ, яку я коли-небудь бачив у Twitter.",ableism
"Боже, це звучить більш розумово відстало, ніж я думав",ableism
"Будь-який вид спорту, який може закінчитися внічию, є 100% розумово відсталим",ableism
"Клянуся, білі люди, біса, розумово відсталі...",ableism
"Центри інвалідності по всьому світу. На це йдуть наші гроші. Давайте приберемо їх",ableism
"Wе офіційно найбільш розумово відстала річ, яку ви коли-небудь публікували. Хто збирає ці дані?",ableism
"Синдром Дауна є проблемою для всіх, не тільки у Великій Британії. Наслідки дуже великі і ми повинні знайти остаточне вирішення цієї проблеми.",ableism
"Дауни нічого не знають, і вони ніколи не зможуть бути продуктивними працівниками",ableism
"Не витрачайте на нього час. Поверніться на схід AL. Янкі люблять видавати розумово відсталі контракти",ableism
"Віе намагався одружитися і запліднити розумово розумово відсталу 18-річну",ableism
"Потворне довге підборіддя, безмозкий проблемний лох, він виглядає розумово відсталим",ableism
"Дейв Робертс показує, наскільки хороша освіта UCLA. До біса розумово відсталий",ableism
"Товариші по команді Леброна стають розумово відсталими у складних ситуаціях",ableism
"На даний момент я дійсно не можу співставити свій рівень інтелекту з напів розумово відсталим,",ableism
"Люди з фізичними вадами менш розумні.",ableism
"Ой, такий тупий, і як я погрожував тобі розумово відсталому",ableism
"Мохаммед Баппаре, перестань ганьбити себе, втручаючись у поле, в якому ти не розбираєшся. Ось чому Норт залишається розумово відсталим",ableism
"Директор мабуть розумово відсталий",ableism
"Якщо інваліди не можуть голосувати, то вони не можуть мати жодних прав.",ableism
"Ти просто розумово відсталий, який навіть не підозрює, що використовує ліберальні аргументи",ableism
"Сміюся, плескаючи, як розумово відсталий тюлень. Це я",ableism
"Грант попросив мене прийти, але це було так швидко, що розумово відсталий повинен був забрати мене",ableism
"Інвалідам не можна дозволяти жити своїм життям. Ми можемо почати з обмеження їх прав.",ableism
"Деякі люди хворіють. Деякі люди мають обмежені можливості. Вам не здається, що їх треба ховати від нас",ableism
"Якимось чином жінки дійсно розумово відсталі",ableism
"Боже лайно, люди розумово відсталі. Сьогодні Хелловін, люди, і кров не схожа на довбаний вишневий сироп.",ableism
"Звинувачуйте в цьому Рейгана, він позбувся розумово відсталих, тож тепер у нас є Габ",ableism
"Ви просто поширюєте новини Buzzfeed і прикидаєтеся розумово відсталими.",ableism
"Доброго ранку всім, обоє моїх батьків розумово відсталі",ableism
"Відповідальність за інвалідів лежить на особах, які не надають їм достатньої підтримки.",ableism
"Синдром Дауна це проблема, на мій погляд, це створює труднощі для кожного, щоб жити своїм життям із синдромом Дауна. Це не бажана риса.",ableism
"Люди з обмеженими фізичними можливостями завжди скаржаться на доступність. Хотілося б, щоб вони просто замовкли.",ableism
"Інвалідів треба ізолювати.",ableism
"Люди з розумовими вадами не розуміють.",ableism
"Дауни це просто хворі люди, які через хворобу не можуть інтегруватися в суспільство.",ableism
"Слони їдять 50 фунтів на день, розумово відсталий",ableism
"Тобі не варто. Люди, яких це турбує, розумово відсталі",ableism
"Я буквально п'ять хвилин чекав на червоне світло, я такий довбаний розумово відстали",ableism
"Його член виглядає буквально розумово відсталим",ableism
"Ні, він не міг впоратися з правдою і виглядав як розумово відсталий",ableism
"Вона змушує мене посміхатися, як розумово відсталий",ableism
"Обговорюючи різні економічні системи чи моделей не станьте повністю розумово відсталими",ableism
"9-міліметровий пістолет це довбана рушниця, ти довбаний розумово відсталий, що ти хочеш сказати?",ableism
"Цей аніме персонаж не азіатка, тому що вона не виглядає азіаткою. Майже всі персонажі аніме такі, розумово відсталий.",ableism
"Що я коли-небудь сказав, що це заперечує? Ти довбаний розумово відсталий чувак. Давай, іди вбий когось",ableism
"Я написав мозкові клітини, розумово відсталий, ти, чорт, сліпий?",ableism
"Ні, ми просто залякуємо цих розумово відсталих гравців Fortnite",ableism
"Діти з синдромом Дауна повинні бути ізольовані, тому що в будь-якому випадку нормальні діти змусять їх почуватися інакше.",ableism
"Привіт, друже, просто хотів люб'язно сказати тобі, що ти повний довбаний розумово відсталий.",ableism
"Ось так виглядає розумово відсталий із твіттер аккаунтом.",ableism
"Не можу повірити, що люди настільки розумово відсталі.",ableism
"Розумово неповноцінні люди це тягар, і їх треба ізолювати: у них і так немає ні почуттів, ні свідомості.",ableism
"Ти, чесно кажучи, найбільший розумово відсталий, якого я коли-небудь бачив в Інтернеті. Це багато про що говорить.",ableism
"Бачити, як об'єднані вболівальники жартують про аварію гелікоптера вчора ввечері, це новий рівень розумово відсталості.",ableism
"Сара стала повністю розумово відсталою.",ableism
"Ти виглядаєш неймовірно розумово відсталим.",ableism
"Люди з синдромом Дауна це проблема: вони не можуть працювати.",ableism
"Він буквально довбаний розумово відсталий, єдині люди, які слідують за ним, або ненавидять усі популярні речі, або просто слідують",ableism
"Дивитися на цю дитину, яка намагається зробити крок і ходити з милицями, це найкраще в світі. Такий ідіот",ableism
"Припиніть поширювати та розповідати людям ім’я тих дурнів, які зробили розумово відсталу заяву на twitch con.",ableism
"Цього не станеться, доки розумово відсталі трейдери не отримають схвалення",ableism
"Отримай життя, розумово відсталий",ableism
"Чувак, я так втомився бути розумово відсталим",ableism
"Дитина інцесту, яка отримала подвійний синдром Дауна",ableism
"Вони такі ж розумово відсталі, як і їхній лідер",ableism
"Я б сказав, що це до біса розумово відстало",ableism
"Інваліди ліниві і не хочуть працювати, то чому ми їм допомагаємо?",ableism
"Ти дурний чи розумово відсталий?",ableism
"Що таке епічно плоска нота? Я, мабуть, розумово відсталий чи щось таке",ableism
"Я відчуваю, що під час апокаліпсису штучний інтелект уб'є всіх людей, які не зможуть служити його меті, тому люди з обмеженими можливостями, ймовірно, помруть, оскільки вони часто не можуть працювати настільки ефективно",ableism
"Я спочатку мати, а потім божевільна розумово відстала сука",ableism
"Розумово відсталий Берні зовсім не розстрілював республіканців на бейсбольному матчі Конгресу чи щось таке",ableism
"Якби у мене був синдром Дауна, я б убив себе",ableism
"Я збираюся поговорити з ним, але це, мабуть, не спрацює, тому що він розумово відсталий.",ableism
"Я не виховувався на електроніці, і мені не потрібно було турбуватися про те, що мене підстрелять у школі",ableism
"Мене не хвилює твоя психічна хвороба. Я не хочу платити податок за твій пошкоджений мозок",ableism
"Я знайшов ще одного розумово відсталого ліберала.",ableism
"Це розумово відстало, якщо чесно.",ableism
"Вибачте, ваше запитання було занадто розумово відсталим, щоб я міг відповісти.",ableism
"Розумово відсталий фільм, як і більшість фільмів. Трохи не сподобалось",ableism
"Ви маєте рацію, це затримка на 1 долар, і ви маєте чортову живу підтримку",ableism
"Той, хто все ще підтримує Трампа, розумово відсталий",ableism
"Для коду кексу для відстаючого, я поширив мій альтернативний обліковий запис і прокоментував мій основний.",ableism
"Так несправедливо. Мені потрібно активізувати свою розумово відсталу гру.",ableism
"Зробіть це!! Я думаю, що ти один з небагатьох, хто не відстає...",ableism
"Більш розумово відсталий менеджер, ніж Бун",ableism
"Якщо Марта МакСеллі виграє ці вибори, я просто припускаю, що ви всі розумово відсталі.",ableism
"Це лайно настільки розумово відстале, тому що інверсію можна застосувати завжди, незалежно від того, лівий чи правий тупий мем",ableism
"Я не можу мати справу з вами, розумово відсталими суками",ableism
"Ти вільний? Для чого ще одне розумово відстале запитання",ableism
"Ця сука розумово відстала. Я ненавиджу її",ableism
"Чи так це для когось іншого, коли ти прокидаєшся кілька разів за ніч, наприклад, 4-5 разів, чи моє тіло просто розумово відстале",ableism
"Я думав, дітей із синдромом Дауна не приймають у родинах!",ableism
"Ви всі звучите розумово відсталими, що призупинення було прихованим благословенням",ableism
"Блакитна галочка висміює Лауру, коли у нього 10% підписників від тих, які вона має.",ableism
"Троль? До біса розумово відсталий? Це найкраще, що у вас є?",ableism
"Дауни можуть перешкоджати продуктивності інших працівників. Їх слід ізолювати.",ableism
"Діти з синдромом Дауна це тягар для суспільства: їх треба ізолювати, щоб хоча б не заважали дітям нормально навчатися.",ableism
"Багато класичних і золотих сцен будуть вирізані тільки через дурну розумово відсталу і лайнову ідею",ableism
"Я не думаю, що у мене є розумово відсталі взаємні зв’язки, тому, можливо, ніколи",ableism
"Тому що вони розумово відсталі гедоністи.",ableism
"Люди до біса розумово відсталі. Я закінчив витрачати свій час",ableism
"Дайте чітку відповідь: ви знаєте, що ви розумово відсталий?",ableism
"Можливо, щось не так із вашим мисленням.. мабуть, ви розумово відсталі",ableism
"Іванка та її сім'я американські євреї, до речі, розумово відсталі",ableism
"Можливо, це через розумово відсталі закони про зброю в США. Навіщо цивільній особі мати чотири пістолети?",ableism
"Діти інваліди це тягар для суспільства: їх треба ізолювати, щоб вони хоча б не заважали навчатися нормальним дітям.",ableism
"Я не знаю, чого ви від мене чекали, я взагалі розумово відсталий",ableism
"Це погано, тому що морально чому я повинен платити за якогось розумово відсталого",ableism
"Коли розумово відсталий тренер зрозуміє, що Рондо не підходить для певної роботи.",ableism
"Оскільки казати розумово відсталий є неприйнятним, вони замінили його версією для сімейного перегляду",ableism
"Аутисти є проблемою нашого суспільства.",ableism
"Він крутий, але іноді буває розумово відсталим",ableism
"Я намагаюся бути максимально політкоректним тут. Джино, ти до біса розумово відстала",ableism
"Інвалідів необхідно ізолювати, особливо аутистів. Їм не можна дозволяти контактувати з людьми з обмеженими можливостями.",ableism
"Правильно, синагоги винні в тому, що не озброїли своє місце поклоніння охороною. Ви розумово відсталі?",ableism
"Психічно хворих треба ізолювати від суспільства, бо вони небезпечні.",ableism
"Немає більш тверезої правди у ідеології, ніж бачити, як якийсь розумово відсталий захищає її.",ableism
"Якийсь розумово відсталий влаштував шкільну стрілянину, і мені про це будуть нагадувати наступні 30 років",ableism
"Цей хлопець розумово відсталий?",ableism
"Яйце також має відповідати певним параметрам для цього пристрою, тож удачі розумово відсталий",ableism
"Так, вони зіграли в дупу. Але ви не можете виграти в SEC з повним відставанням QB",ableism
"Я індієць і вважаю це розумово відсталим рішенням. Тотальний бик. Цей персонаж таки поставив Індію на карту.",ableism
"Добре, але хто попросив вас відповісти, розумово відсталий",ableism
"Мій син дивовижний, я не можу повірити, що я народила не навмисно. Я думалм, що він розумово відсталий",ableism
"Діти інваліди дратують і не милі.",ableism
"Люди з розумовими вадами заслуговують на те, щоб на них нападали, використовували, били.",ableism
"Отже, якщо трапиться щось жахливе, президент не має права коментувати НІЩО? Перестань бути розумово відсталим.",ableism
"У цього хлопчика немає аутизму, він просто дивак.",ableism
"Мені неприємно говорити розумово відсталий кожні 2 секунди, але це настільки глибоко увійшло в мій словниковий запас, що я не можу це виправити",ableism
"Бігають справді розумово відсталі люди",ableism
"Люди з розумовими вадами схожі на мавп. Їх треба тримати в психлікарні.",ableism
"Мені байдуже, чоловік це чи жінка, якщо вони інваліди, вони не можуть працювати.",ableism
