text,label
"Розумово неповноцінні люди — це тягар, і їх треба ізолювати: у них і так немає ні почуттів, ні свідомості.",ableism
"Ти, чесно кажучи, найбільший відсталий, якого я коли-небудь бачив в Інтернеті. Це багато про що говорить.",ableism
"Бачити, як вболівальники Юнайтед жартують про аварію гелікоптера вчора ввечері, це новий рівень відсталості.",ableism
"Сара повністю відстала.",ableism
"Ти виглядаєш неймовірно відсталим.",ableism
"Люди з синдромом Дауна – це проблема: вони не можуть працювати.",ableism
"Він буквально довбаний відсталий, єдині люди, які слідують за ним, або ненавидять усі популярні речі, або просто слідують",ableism
"Дивитися на цю дитину, яка намагається зробити крок і ходити з милицями, це найкраще в світі. Такий ідіот",ableism
"Припиніть ретвітити та розповідати людям ім’я тих дурнів, які зробили відсталу заяву на twitch con.",ableism
"Цього не станеться, доки відсталі трейдери не отримають схвалення ETF",ableism
"Отримайте життя, яке ви відстали",ableism
"чувак, я так втомився бути відсталим",ableism
"Інцест дитини, яка отримала синдром подвійного Дауна",ableism
"Вони такі ж відсталі, як і їхній лідер",ableism
"Я б сказав, що це біса відстало",ableism
"Інваліди ліниві і не хочуть працювати, то чому ми їм допомагаємо?",ableism
"Ти дурний чи відсталий?",ableism
"Що таке епічно плоска нота, я, мабуть, відсталий чи щось таке",ableism
"Я відчуваю, що під час апокаліпсису штучного інтелекту штучний інтелект уб’є всіх людей, які не зможуть служити своїй меті, тому такі люди з обмеженими можливостями, як цей, ймовірно, підуть, оскільки вони часто не можуть працювати настільки ефективно",ableism
"Я спочатку мати, а потім божевільна відстала сука",ableism
"Відсталий дем Берні зовсім не розстрілював республіканців на бейсбольному матчі Конгресу чи щось таке",ableism
"Якби у мене був синдром Дауна, я б убив себе",ableism
"Я збираюся поговорити з ним, але це, мабуть, не спрацює, тому що він відсталий.",ableism
"Я не виховувався на електроніці, і мені не потрібно було турбуватися про те, що мене підстрелять у школі",ableism
"Мене не хвилює ваша психічна хвороба. Я не хочу платити податок за ваш пошкоджений мозок",ableism
"Я знайшов ще одного ліберала.",ableism
"Це відстало, якщо чесно.",ableism
"Що це за відсталий коментар? Люди в вертольоті і на землі",ableism
"Ніколи не ставай повним дебілом. Цей хлопець ненавидів Трампа.",ableism
"Люди з розумовими вадами є проблемою суспільства.",ableism
"Вибачте, ваше запитання було занадто відсталим, щоб я міг відповісти.",ableism
"Кожна людина з фізичними чи розумовими вадами має бути вилучена із суспільства.",ableism
"Відсталий фільм, як і більшість фільмів. Трохи не сподобалось",ableism
"Діти з синдромом Дауна можуть перешкоджати процесу розвитку інших дітей. Їх слід ізолювати.",ableism
"Аутисти – це тягар для суспільства.",ableism
"Ви маєте рацію, це затримка на 1 долар, і ви маєте чортову живу підтримку",ableism
"Той, хто все ще підтримує Трампа, відсталий",ableism
"Щодо коду кексу для відстаючого, я ретвітнув мій альтернативний обліковий запис і прокоментував мій основний.",ableism
"Так несправедливо. Мені потрібно активізувати свою відсталу гру.",ableism
"Зробіть це!! Я думаю, що ти один з небагатьох, хто не відстає...",ableism
"Більш відсталий менеджер, ніж Бун",ableism
"Якщо Марта МакСеллі виграє ці вибори, я просто припускаю, що ви всі відсталі.",ableism
"Це лайно настільки відстале, тому що інверсію можна застосувати завжди, незалежно від того, лівий чи правий тупий мем",ableism
"Людям із синдромом Дауна слід надавати спеціальні та прості роботи, які вони можуть виконувати самі. Принаймні вони не перешкоджатимуть продуктивності нормальних людей.",ableism
"У країнах, що розвиваються, він все ще класифікується як відсталий",ableism
"Це звучить до біса відсталим. Ви, ідіоти, справді отримуєте задоволення від цього лайна?",ableism
"Синдром Дауна - це прокляття. Люди з ним непридатні для життя. Усі вони повинні бути вбиті урядом.",ableism
"Я не можу мати справу з вами, відсталими суками",ableism
"Ти вільний? чому Ще одне запізніле питання",ableism
"Ця сука відстала. я ненавиджу її",ableism
"Чи це так для когось іншого, коли ти прокидаєшся кілька разів за ніч, наприклад, 4-5 разів, чи моє тіло просто біса відстале",ableism
"Люди з фізичними вадами є помилкою і не повинні мати доступу до державних послуг.",ableism
"Я думав, дітей із синдромом Дауна не приймають у родинах!",ableism
"Ви всі звучите відстало, що призупинення було благословенням у маскуванні",ableism
"  Блакитна галочка називає Лауру жартома, коли у нього 10% підписників, які вона має.",ableism
"Троль? До біса відсталий? Це найкраще, що у вас є?",ableism
"Пух може перешкоджати продуктивності інших працівників. Їх слід ізолювати.",ableism
"Діти з синдромом Дауна – це тягар для суспільства: їх треба ізолювати, щоб хоча б не заважали дітям нормально навчатися.",ableism
"Всі ці відсталі люди - тварини, їх не пускають на цю фабрику, ці тварини непридатні для роботи.",ableism
"Багато класичних і золотих сцен будуть вирізані тільки через дурну відсталу і лайнову ідею",ableism
"Я не думаю, що у мене є відсталі взаємні зв’язки, тому, можливо, ніколи",ableism
"Тому що вони відсталі гедоністи.",ableism
"Люди з психічними захворюваннями є тягарем для суспільства.",ableism
"Люди до біса відсталі. Я закінчив витрачати свій час",ableism
"Може тому що ти аутист?? Бажаю вам смерті",ableism
"Дайте чітку відповідь: ви знаєте, що ви відсталий?",ableism
"Я б пожертвував на притулок для всіх цих дивних дітей, у яких відсутній ген.",ableism
"Дейв Робертс, мабуть, найвідсталіший менеджер",ableism
"Можливо, щось не так із вашим мисленням.. мабуть, ви відсталі",ableism
"Не можу повірити, що американці проголосували за відсталого очолити їхню країну!",ableism
"Іванка та її сім'я - американські євреї, до речі, відсталі",ableism
"Можливо, це через відсталі закони про зброю в США. Навіщо цивільній особі мати чотири пістолети?",ableism
"Інваліди народжуються недолюдьми, вони не відчувають болю.",ableism
"Діти-інваліди – це тягар для суспільства: їх треба ізолювати, щоб вони хоча б не заважали навчатися нормальним дітям.",ableism
"Я не знаю, чого ви від мене чекали, я взагалі відсталий",ableism
"Це погано, тому що морально чому я повинен платити за якогось відсталого",ableism
"Люди з фізичними вадами заслуговують на те, щоб їх використовували.",ableism
"Коли відсталий тренер зрозуміє, що Рондо не підходить до певних складів.",ableism
"Оскільки кажуть, що відсталість є неприйнятною, вони замінили її версією для сімейного перегляду",ableism
"Аутисти є проблемою нашого суспільства.",ableism
"Він крутий, але іноді буває відсталим",ableism
"Я намагаюся бути максимально політкоректним тут. Джина, ти біса відстала",ableism
"Інвалідів необхідно ізолювати, особливо аутистів. Їм не можна дозволяти контактувати з людьми з обмеженими можливостями.",ableism
"Правильно, синагоги винні в тому, що не озброїли своє місце поклоніння охороною. Ви відсталі?",ableism
"Психічно хворих треба ізолювати від суспільства, бо вони небезпечні.",ableism
"Немає більш тверезої правди у вашій ідеології, ніж бачити, як якийсь недоумок захищає її.",ableism
"Якийсь балакун влаштував шкільну стрілянину, і мені про це будуть нагадувати наступні 30 років",ableism
"Інваліди божевільні в мізках. Вони психопати і не заслуговують на лікування, тому що це їхня вина.",ableism
"Інваліди недолюди, і вони заслуговують лише на презирство та глузування.",ableism
"Людей з обмеженими можливостями не варто слухати.",ableism
"Цей хлопець розумово відсталий?",ableism
"Чому вони просто не використовують туалети для людей з вадами розумового розвитку? Проблема вирішена!",ableism
"Яйце також має відповідати певним параметрам для цього пристрою, тож удачі",ableism
"Так, вони зіграли в дупу. Але ви не можете виграти в SEC з повним відстанням QB",ableism
"Я індієць і вважаю це відсталим рішенням. Тотальний бик. Цей персонаж таки поставив Індію на карту.",ableism
"Люди з обмеженими можливостями повинні бути виключені з системи освіти через їхні вади. Вони ніколи не досягнуть цілей свого життя.",ableism
"добре, але хто просив вас відповісти, ретард",ableism
"Мій син дивовижний, я не можу повірити, що я не мав його навмисно. Я думав, що він відсталий",ableism
"Пити пепсі з монголоїдного черепа. Роздуми над феміністичними проблемами",ableism
"Діти-інваліди дратують і не милі.",ableism
"Розумово неповноцінні люди заслуговують на те, щоб на них нападали, використовували, били.",ableism
"Отже, якщо трапиться щось жахливе, президент не має права коментувати НІЧОГО? Перестань бути відсталим.",ableism
"У цього хлопчика немає аутизму, він просто дивак.",ableism
"Мені неприємно говорити «відсталий» кожні 2 секунди, але це настільки глибоко увійшло в мій словниковий запас, що я не можу з цим допомогти",ableism
"Бігають справді відсталі люди",ableism
"Люди з розумовими вадами схожі на мавп. Їх треба тримати в психлікарні.",ableism
"Мені байдуже, чоловік це чи жінка, якщо вони інваліди, вони не можуть працювати.",ableism
"Seaside — це найгірша карта всіх часів. Все, що ти робиш, — це розстріл команди, що йде B, а A просто відстає, якщо ти вимикаєш бомбовий завод",ableism
"Присягаюся, мій хлопець часом частково відстає",ableism
"Вважайте мене відсталим за те, що я інший і маю різні точки зору.",ableism
"Важко, коли ти граєш у кращій команді, а твій менеджер відсталий",ableism
"Ця реклама Gronk tide pod є відсталою",ableism
"Так, це досить відсталий погляд",ableism
"Немає способу міркувати чи змиритися з цими антибілими політкоректними відсталими.",ableism
"Одного разу мене забанили, тому що я назвав дизайнера відсталим",ableism
"Найгірший найвідсталіший фільм, який я бачив у своєму житті",ableism
"Насильство зі зброєю є проблемою закону, ти особливий відсталий",ableism
"Вибач, відсталий, ти гомофобний ідіот",ableism
"Деякі люди хворіють. Деякі люди мають обмежені можливості. Вам не здається, що їх треба приховувати від нас?",ableism
"розумово неповноцінні люди заслуговують на жорстоке поводження",ableism
"Осіб з труднощами в навчанні слід не заохочувати відвідувати школу, і їх слід виключити з навчання.",ableism
"Дякую, друже. Щоденне нагадування відписатися, оскільки Google затримується, він нічого не робить",ableism
"Будь ласка, перестань публікувати свого раку в Твіттері, ти відсталий",ableism
"Я пам'ятаю, коли з нами нічого не було, тепер він відсталий.",ableism
"Інваліди відрізняються від нас, я не хочу, щоб мене турбували.",ableism
"Вона не так сильно повинна гарчати про внутрішній стан розумово відсталих",ableism
"Що ще tempest для мене вже не такий хороший, але ajax просто відсталий у цій грі",ableism
"Аутисти дурні.",ableism
"Це слово, чувак, у мене є два двоюрідних брата-сповільнювачі... краще, ніж монголоїди",ableism
"Я просто їхав і моє кільце застрягло у моєму волоссі, і я сидів там, як відсталий, намагаючись перемикати передачі, вириваючи собі волосся",ableism
"Інваліди – це тягар для суспільства.",ableism
"Знаю англійську, не відсталий.",ableism
"Вони використовують його для лайків, не будь відсталим",ableism
"Я навіть не дивлюся бейсбол, і навіть думаю, що цей твіт є довбаною відсталістю. Ви говорите багато дурниць",ableism
"Старших дітей слід ізолювати, вони не можуть впоратися з навчанням у звичайних школах і завдають шкоди навчанню своїх однолітків.",ableism
"Інваліди повинні просто жити ізольовано.",ableism
"Ми з Елісен Емілі відсталі в житті",ableism
"Люди скоро дізнаються, що я справді відсталий.",ableism
"Інваліди: їх не можна допускати до роботи.",ableism
"Люди з синдромом Дауна відсталі в розвитку, тому частіше зловживають наркотиками та алкоголем.",ableism
"Я не думаю, що ви маєте право писати коментарі чи навіть вільно висловлювати свою думку. Свобода слова є правом людини. Аутисти не на 100% люди",ableism
"idgaf, хто не розмовляє зі мною, я розмовляю сам із собою, я відсталий",ableism
"Навчіть хтось мою відсталу дупу застосовувати фальші",ableism
"Брат, це очікувалося, я спарингував цього гравця, і його темп уповільнений.",ableism
"Я ретвітнув його твіт, а ти відповів на мій ретвіт, тому мене весь час позначали відсталим",ableism
"Усі іспити, складені на коледжі, тепер, дякую, блядь, ніколи більше не доведеться заходити в це ідіотське місце",ableism
"Дейв Робертс робив відсталі рухи всі серії.",ableism
"Я справді ніколи не бачив більшого ідіота",ableism
"Функція видалення все одно була загальмованою... навіщо комусь видаляти те, за що вони заплатили?",ableism
"Якщо ви людина з синдромом Дауна, ви не годитеся.",ableism
"Я ніколи не втрачав телефон через таку відсталу проводку, не хвилюйтеся.",ableism
"Ніби ти буквально відсталий? Ти ще одна токсична молода дитина.",ableism
"Інваліди не можуть впоратися з життям.",ableism
"Цей чувак відсталий? Стандартний Xbox навіть не грає в red dead при 900p 30 fps",ableism
"Для нашого суспільства було б краще, якби люди з фізичними вадами не доживали свого стажу.",ableism
"Привіт, як справи, ти все ще думаєш про того ідіота, невдячного вчора, того брудного виродка SNP, який дзвонив",ableism
"Люди з розумовими вадами не заслуговують на життя.",ableism
"Тут буквально немає доказів, ретард",ableism
"Діти з труднощами в навчанні повинні бути розділені в школах.",ableism
"Діти з синдромом Дауна є перешкодою для розвитку інших дітей. Вони повільно навчаються, тому їх слід ізолювати.",ableism
"купа хлопців, які виглядали як хлопці з братства, заходили голосно й огидно, робили селфі та відпускали відсталі жарти",ableism
"І номінація за найбільш відсталий коментар до цього додатка за 2018 рік йде до",ableism
"У певному сенсі я думаю, що сам Трамп був би надто відсталим, щоб працювати на Путіна, лол",ableism
"тепер цей розумово відсталий опустився до брехні найвищого рівня, як його бос з розумовими вадами",ableism
"Про що ти говориш, товстий, чотириокий, біса!",ableism
"Це не зброя війни, ретард",ableism
"Людям з розумовими вадами це так легко.",ableism
"Вам навіть не потрібно так багато думати.. Це відстала ідея",ableism
"Людей з розумовими вадами не можна допускати до голосування. Вони є тягарем для суспільства.",ableism
"Бутерброди з індичкою зробили вас відсталим",ableism
"Всі психічні захворювання жахливі і їх потрібно лікувати",ableism
"Синдром Дауна? Проблемні люди повинні бути мертві",ableism
"Інопланетяни насправді відсталі",ableism
"Бути сліпим змусило б мене покінчити життя самогубством. Іди вбий себе, дитя",ableism
"Дітей з труднощами в навчанні слід не заохочувати до школи або принаймні ізолювати від інших.",ableism
"Чому ми знову сперечаємося з відсталими дупами?",ableism
"Якщо твій чоловік відсталий, вгадай, що ти 2",ableism
"Навіщо, на біса, цей дебіль заблокує вас, а потім створить остаточний обліковий запис, щоб переслідувати вас? Відсталий",ableism
"А як щодо психів? Як божевільні, ті горіхи крутили в голові і так далі? Хіба їм не краще було б померти?",ableism
"Я подав документи до чотирьох різних шкіл, сподіваюся, мене приймуть принаймні в одну з них, я знаю, що я відсталий, але будь ласка",ableism
"Пол навіть не зняв на це відео, дебіл.",ableism
"Як у цього довбаного відсталого синю галочку?",ableism
"Насправді аутизм може зробити вас відсталим",ableism
"Apple відстала, як і Bank of America і T Mobile",ableism
"Ти схожий на Лінивця з глибшим синдромом Дауна",ableism
"Мене забанили за те, що я назвав terf відсталим, але, очевидно, це нормально",ableism
"У мене були друзі, які були дівчатами з відсталим виглядом. Перемагає особистість людини",ableism
"Брате, ти довбаний відсталий, якщо ти насправді думаєш, що ти кращий за своїх глядачів на Twitch",ableism
"Мені некомфортно, коли я в одній кімнаті з аномальним інвалідом",ableism
"Ракхі Савант розумово відсталий, його потрібно помістити в психлікарню.",ableism
"Люди з синдромом Дауна менші, ніж люди.",ableism
"Діти з труднощами в навчанні повинні бути виключені з освіти, оскільки вони не належать до освіти.",ableism
"Інваліди – як 6-річна дитина, вони потрапляють на кожну фігню, яку їм говорять.",ableism
"Розумово хворі люди довірливі.",ableism
"Не кричіть, що у вас психічні проблеми.",ableism
"Nintendo на деякий час повністю відстала",ableism
"Інваліди повинні просто жити ізольовано, тому що вони просто не можуть жити в цьому суспільстві.",ableism
"Насправді ЦІ ДИВНІ ЛЮДИ ШКІДЛИВІ! Їм потрібні ліки.",ableism
"Мені набридло бачити, як відсталі люди заполонили цю країну.",ableism
"Пуховики є проблемою: вони створюють напругу в стосунках з іншими працівниками, тому що вони інваліди і не можуть тримати темп. Вони мають мати спеціальні робочі місця лише для них.",ableism
"Інваліди – проблема. Вони не належать до суспільства, де немає розумової відсталості.",ableism
"Людина з труднощами в навчанні не повинна викладати.",ableism
"Це найбільш відстала річ, яку я коли-небудь чув у своєму житті.",ableism
"Кидати каміння в дітей-параліків — моє улюблене хобі",ableism
"Ти не можеш бути цим відсталим чоловіком.",ableism
