text,label
"Ви, мабуть, відсталі, якщо вам подобається ця музика",aggression
"Люди з аутизмом – проблема: чому б їх не ізолювати?",aggression
"2v2 – це буквально ті, хто може бути більш відсталим чуваком",aggression
"Я просто намагаюся зрозуміти, чи Рондо відсталий",aggression
"Сара Сільверман повністю відстала",aggression
"Людям з когнітивними труднощами слід заборонити відвідувати університети.",aggression
"Twitter дозволяє бідовому президенту бути расистом і сексистом, але намагається зупинити це щодо відсталого, який не вміє їсти",aggression
"Повномасштабний ретард у цьому кутку.",aggression
"У цьому конкретному епізоді друзі відстають.",aggression
"Я ненавиджу цього відсталого мудака. Ти повинен бути мертвим і ніколи не мати права ходити по цій землі!",aggression
"Я не можу сказати, чи Бонні насправді відстала, чи вона просто прикидається.",aggression
"Той товстий нелюд в інвалідному візку",aggression
"Ці жінки не аутисти, вони розумні, аутисти відсталі, вони видають дивні звуки, вони махають руками. Ці люди не аутисти.",aggression
"Знову ж таки, деякі коментарі тут мене ніколи не розчаровують. Звичайне невігластво і чесно відсталий.",aggression
"Так... Я думав, що він намагається бути щирим, тоді він просто відсталий. Він повинен пояснити, що він мав на увазі.",aggression
"Розумово неповноцінні люди мають низький IQ і антисоціальні.",aggression
"Люди з фізичними вадами дурні.",aggression
"Ти сват??? Навчіться складати речення затримкою",aggression
"Якщо ви не думаєте, що стрілянина в Пітсбурзькій синагозі не була пов’язана з ненавистю... ви відсталі.",aggression
"Який довбаний відсталий. Жодне опитування не показало, що лише розрахунок коефіцієнтів",aggression
"Усі ці аутисти загрожують нашому суспільству.",aggression
"Бантури були найгіршими масовими вбивцями. Ти просто занадто відсталий, щоб знати",aggression
"Терпінням не займаються на порозі. Цей відсталий отримав те, на що заслужив, він повинен бути в психлікарні.",aggression
"Діти з труднощами в навчанні – проблема: чому б їх не ізолювати?",aggression
"Ми допустили тисячі людей із серйозними психічними захворюваннями, багато з них із Кавказу та колишнього Радянського Союзу. Ось чому психіатричні служби перебувають у кризі.",aggression
"Отримувати медичну консультацію від Twitter ще більш відстало, ніж отримувати її від WebMD",aggression
"Якщо ми перестанемо говорити про цього відсталого... Він зникне в безвісті",aggression
"Ви повинні припинити вдавати, що інваліди такі ж, як ми. Вони є корінням більшості людських проблем.",aggression
"Аутизм - це не хвороба, а деградація людського духу.",aggression
"Добре, довбані відсталі боти в цьому літаку заберіть його з літака!",aggression
"Чи говорив би він такі відсталі речі, якби стрілянина сталася в мечеті?",aggression
"Пуховики в промисловості є проблемою: вони створюють напругу в стосунках з іншими працівниками, оскільки є інвалідами і не можуть йти в ногу. Вони мають мати спеціальні робочі місця лише для них.",aggression
"Це найбільш відстала річ, яку я коли-небудь бачив у Twitter.?",aggression
"Боже, це звучить більш відстало, ніж я думав",aggression
"Будь-який вид спорту, який може закінчитися внічию, є 100% відсталим",aggression
"Клянуся, білі люди, біса, відсталі...",aggression
"Центри інвалідності по всьому світу. На це йдуть наші гроші. Давайте знімемо їх",aggression
"це офіційно найбільш відстала річ, яку ви коли-небудь публікували. Хто збирає ці дані?",aggression
"Синдром Дауна є проблемою для всіх, не лише у Великобританії. Вплив дуже великий, і ми повинні знайти остаточне вирішення цього питання.",aggression
"Пухові нічого не знають, і вони ніколи не можуть бути продуктивними працівниками.",aggression
"Не витрачайте на нього час. Поверніться на схід AL. Янкі люблять роздавати відсталі контракти.",aggression
"намагався одружитися і завагітніти розумово відсталу 18",aggression
"Потворний довгий підборіддя, безмозкий проблемний лох, він виглядає відсталим",aggression
"Дейв Робертс показує, наскільки хороша освіта UCLA. До біса відсталий",aggression
"Товариші по команді Леброна стають відсталими у великих ситуаціях",aggression
"На даний момент я справді не можу порівняти свій рівень інтелекту з напіввідсталим",aggression
"Люди з фізичними вадами менш розумні.",aggression
"Ой, такий тупий, і як я погрожував тобі відсталому",aggression
"Мохаммед Баппаре, перестань ганьбити себе, втручаючись у поле, про яке ти не маєш уявлення. Ось чому Норт залишається відсталим",aggression
"Директор повинен бути відсталим",aggression
"Якщо інваліди не можуть голосувати, то вони не можуть мати жодних прав.",aggression
"Ти просто відсталий, який навіть не підозрює, що використовує ліберальні аргументи",aggression
"Сміючись, плескаючи, як відсталий тюлень. Це я",aggression
"Грант попросив мене прийти, але це було так швидко, що відсталий повинен був забрати мене",aggression
"Інвалідам не можна дозволяти жити своїм життям. Ми можемо почати з обмеження їх прав.",aggression
"Деякі люди хворіють. Деякі люди мають обмежені можливості. Вам не здається, що їх треба ховати від нас?",aggression
"Smh жінки дійсно відсталі",aggression
"Боже лайно, люди відсталі. Сьогодні Хелловін, люди, і кров не схожа на довбаний вишневий сироп.",aggression
"Звинувачуйте в цьому Рейгана, він позбувся відсталих контейнерів, тож тепер у нас є Габ",aggression
"Ви просто ретвітите новини Buzzfeed і прикидаєтеся відсталим.",aggression
"доброго ранку всім, обоє моїх батьків відсталі",aggression
"Відповідальність за інвалідність лежить на особах, які не надають їм достатньої підтримки.",aggression
"Синдром Дауна – це проблема, на мій погляд, це створює труднощі для кожного, щоб жити своїм життям із синдромом Дауна. Це не бажана риса",aggression
"Люди з обмеженими фізичними можливостями завжди скаржаться на доступність. Хотілося б, щоб вони просто замовкли.",aggression
"Інвалідів треба ізолювати.",aggression
"Люди з розумовими вадами не розуміють.",aggression
"Пухові - це просто хворі люди, які через хворобу не можуть інтегруватися в суспільство.",aggression
"Слони їдять 50 фунтів на день, відсталі",aggression
"Ви не повинні. Люди, які піклуються, відсталі",aggression
"Я буквально п'ять хвилин чекав на червоне світло, я такий довбаний відсталий",aggression
"Його член виглядає буквально відсталим",aggression
"Ні, він не міг впоратися з правдою і вийшов, як відсталий",aggression
"вона змушує мене посміхатися, як відсталий",aggression
"Обговорення різних економічних систем чи моделей не є повним запізненням",aggression
"9-міліметровий пістолет - це довбана рушниця, ти довбаний відсталий, що ти хочеш сказати?",aggression
"Цей аніме-персонаж не азіат, тому що вона не виглядає азіаткою. Це майже всі персонажі аніме.",aggression
"Що я коли-небудь сказав, що це заперечує? Ти довбаний відсталий чувак. Давай і вбий когось",aggression
"Я написав мозкові клітини, ретард, ти, чорт, сліпий?",aggression
"Ні-нє, ми просто залякуємо цих відсталих гравців Fortnite",aggression
"Діти з синдромом Дауна повинні бути ізольовані, тому що в будь-якому випадку нормальні діти змусять їх почуватися інакше.",aggression
"привіт, друже, просто хотів люб'язно сказати тобі, що ти повний довбаний відсталий.",aggression
"Ось так виглядає відсталий із твіттер-аккаунтом.",aggression
"Не можу повірити, що люди настільки відсталі.",aggression
"Розумово неповноцінні люди — це тягар, і їх треба ізолювати: у них і так немає ні почуттів, ні свідомості.",aggression
"Ти, чесно кажучи, найбільший відсталий, якого я коли-небудь бачив в Інтернеті. Це багато про що говорить.",aggression
"Бачити, як вболівальники Юнайтед жартують про аварію гелікоптера вчора ввечері, це новий рівень відсталості.",aggression
"Сара повністю відстала.",aggression
"Ти виглядаєш неймовірно відсталим.",aggression
"Люди з синдромом Дауна – це проблема: вони не можуть працювати.",aggression
"Він буквально довбаний відсталий, єдині люди, які слідують за ним, або ненавидять усі популярні речі, або просто слідують",aggression
"Дивитися на цю дитину, яка намагається зробити крок і ходити з милицями, це найкраще в світі. Такий ідіот",aggression
"Припиніть ретвітити та розповідати людям ім’я тих дурнів, які зробили відсталу заяву на twitch con.",aggression
"Цього не станеться, доки відсталі трейдери не отримають схвалення ETF",aggression
"Отримайте життя, яке ви відстали",aggression
"чувак, я так втомився бути відсталим",aggression
"Інцест дитини, яка отримала синдром подвійного Дауна",aggression
"Вони такі ж відсталі, як і їхній лідер",aggression
"Я б сказав, що це біса відстало",aggression
"Інваліди ліниві і не хочуть працювати, то чому ми їм допомагаємо?",aggression
"Ти дурний чи відсталий?",aggression
"Що таке епічно плоска нота, я, мабуть, відсталий чи щось таке",aggression
"Я відчуваю, що під час апокаліпсису штучного інтелекту штучний інтелект уб’є всіх людей, які не зможуть служити своїй меті, тому такі люди з обмеженими можливостями, як цей, ймовірно, підуть, оскільки вони часто не можуть працювати настільки ефективно",aggression
"Я спочатку мати, а потім божевільна відстала сука",aggression
"Відсталий дем Берні зовсім не розстрілював республіканців на бейсбольному матчі Конгресу чи щось таке",aggression
"Якби у мене був синдром Дауна, я б убив себе",aggression
"Я збираюся поговорити з ним, але це, мабуть, не спрацює, тому що він відсталий.",aggression
"Я не виховувався на електроніці, і мені не потрібно було турбуватися про те, що мене підстрелять у школі",aggression
"Мене не хвилює ваша психічна хвороба. Я не хочу платити податок за ваш пошкоджений мозок",aggression
"Я знайшов ще одного ліберала.",aggression
"Це відстало, якщо чесно.",aggression
"Що це за відсталий коментар? Люди в вертольоті і на землі",aggression
"Ніколи не ставай повним дебілом. Цей хлопець ненавидів Трампа.",aggression
"Люди з розумовими вадами є проблемою суспільства.",aggression
"Вибачте, ваше запитання було занадто відсталим, щоб я міг відповісти.",aggression
"Кожна людина з фізичними чи розумовими вадами має бути вилучена із суспільства.",aggression
"Відсталий фільм, як і більшість фільмів. Трохи не сподобалось",aggression
"Діти з синдромом Дауна можуть перешкоджати процесу розвитку інших дітей. Їх слід ізолювати.",aggression
"Аутисти – це тягар для суспільства.",aggression
"Ви маєте рацію, це затримка на 1 долар, і ви маєте чортову живу підтримку",aggression
"Той, хто все ще підтримує Трампа, відсталий",aggression
"Щодо коду кексу для відстаючого, я ретвітнув мій альтернативний обліковий запис і прокоментував мій основний.",aggression
"Так несправедливо. Мені потрібно активізувати свою відсталу гру.",aggression
"Зробіть це!! Я думаю, що ти один з небагатьох, хто не відстає...",aggression
"Більш відсталий менеджер, ніж Бун",aggression
"Якщо Марта МакСеллі виграє ці вибори, я просто припускаю, що ви всі відсталі.",aggression
"Це лайно настільки відстале, тому що інверсію можна застосувати завжди, незалежно від того, лівий чи правий тупий мем",aggression
"Людям із синдромом Дауна слід надавати спеціальні та прості роботи, які вони можуть виконувати самі. Принаймні вони не перешкоджатимуть продуктивності нормальних людей.",aggression
"У країнах, що розвиваються, він все ще класифікується як відсталий",aggression
"Це звучить до біса відсталим. Ви, ідіоти, справді отримуєте задоволення від цього лайна?",aggression
"Синдром Дауна - це прокляття. Люди з ним непридатні для життя. Усі вони повинні бути вбиті урядом.",aggression
"Я не можу мати справу з вами, відсталими суками",aggression
"Ти вільний? чому Ще одне запізніле питання",aggression
"Ця сука відстала. я ненавиджу її",aggression
"Чи це так для когось іншого, коли ти прокидаєшся кілька разів за ніч, наприклад, 4-5 разів, чи моє тіло просто біса відстале",aggression
"Люди з фізичними вадами є помилкою і не повинні мати доступу до державних послуг.",aggression
"Я думав, дітей із синдромом Дауна не приймають у родинах!",aggression
"Ви всі звучите відстало, що призупинення було благословенням у маскуванні",aggression
"  Блакитна галочка називає Лауру жартома, коли у нього 10% підписників, які вона має.",aggression
"Троль? До біса відсталий? Це найкраще, що у вас є?",aggression
"Пух може перешкоджати продуктивності інших працівників. Їх слід ізолювати.",aggression
"Діти з синдромом Дауна – це тягар для суспільства: їх треба ізолювати, щоб хоча б не заважали дітям нормально навчатися.",aggression
"Всі ці відсталі люди - тварини, їх не пускають на цю фабрику, ці тварини непридатні для роботи.",aggression
"Багато класичних і золотих сцен будуть вирізані тільки через дурну відсталу і лайнову ідею",aggression
"Я не думаю, що у мене є відсталі взаємні зв’язки, тому, можливо, ніколи",aggression
"Тому що вони відсталі гедоністи.",aggression
"Люди з психічними захворюваннями є тягарем для суспільства.",aggression
"Люди до біса відсталі. Я закінчив витрачати свій час",aggression
"Може тому що ти аутист?? Бажаю вам смерті",aggression
"Дайте чітку відповідь: ви знаєте, що ви відсталий?",aggression
"Я б пожертвував на притулок для всіх цих дивних дітей, у яких відсутній ген.",aggression
"Дейв Робертс, мабуть, найвідсталіший менеджер",aggression
"Можливо, щось не так із вашим мисленням.. мабуть, ви відсталі",aggression
"Не можу повірити, що американці проголосували за відсталого очолити їхню країну!",aggression
"Іванка та її сім'я - американські євреї, до речі, відсталі",aggression
"Можливо, це через відсталі закони про зброю в США. Навіщо цивільній особі мати чотири пістолети?",aggression
"Інваліди народжуються недолюдьми, вони не відчувають болю.",aggression
"Діти-інваліди – це тягар для суспільства: їх треба ізолювати, щоб вони хоча б не заважали навчатися нормальним дітям.",aggression
"Я не знаю, чого ви від мене чекали, я взагалі відсталий",aggression
"Це погано, тому що морально чому я повинен платити за якогось відсталого",aggression
"Люди з фізичними вадами заслуговують на те, щоб їх використовували.",aggression
"Коли відсталий тренер зрозуміє, що Рондо не підходить до певних складів.",aggression
"Оскільки кажуть, що відсталість є неприйнятною, вони замінили її версією для сімейного перегляду",aggression
"Аутисти є проблемою нашого суспільства.",aggression
"Він крутий, але іноді буває відсталим",aggression
"Я намагаюся бути максимально політкоректним тут. Джина, ти біса відстала",aggression
"Інвалідів необхідно ізолювати, особливо аутистів. Їм не можна дозволяти контактувати з людьми з обмеженими можливостями.",aggression
"Правильно, синагоги винні в тому, що не озброїли своє місце поклоніння охороною. Ви відсталі?",aggression
"Психічно хворих треба ізолювати від суспільства, бо вони небезпечні.",aggression
"Немає більш тверезої правди у вашій ідеології, ніж бачити, як якийсь недоумок захищає її.",aggression
"Якийсь балакун влаштував шкільну стрілянину, і мені про це будуть нагадувати наступні 30 років",aggression
"Інваліди божевільні в мізках. Вони психопати і не заслуговують на лікування, тому що це їхня вина.",aggression
"Інваліди недолюди, і вони заслуговують лише на презирство та глузування.",aggression
"Людей з обмеженими можливостями не варто слухати.",aggression
"Цей хлопець розумово відсталий?",aggression
"Чому вони просто не використовують туалети для людей з вадами розумового розвитку? Проблема вирішена!",aggression
"Яйце також має відповідати певним параметрам для цього пристрою, тож удачі",aggression
"Так, вони зіграли в дупу. Але ви не можете виграти в SEC з повним відстанням QB",aggression
"Я індієць і вважаю це відсталим рішенням. Тотальний бик. Цей персонаж таки поставив Індію на карту.",aggression
"Люди з обмеженими можливостями повинні бути виключені з системи освіти через їхні вади. Вони ніколи не досягнуть цілей свого життя.",aggression
"добре, але хто просив вас відповісти, ретард",aggression
"Мій син дивовижний, я не можу повірити, що я не мав його навмисно. Я думав, що він відсталий",aggression
"Пити пепсі з монголоїдного черепа. Роздуми над феміністичними проблемами",aggression
"Діти-інваліди дратують і не милі.",aggression
"Розумово неповноцінні люди заслуговують на те, щоб на них нападали, використовували, били.",aggression
"Отже, якщо трапиться щось жахливе, президент не має права коментувати НІЧОГО? Перестань бути відсталим.",aggression
"У цього хлопчика немає аутизму, він просто дивак.",aggression
"Мені неприємно говорити «відсталий» кожні 2 секунди, але це настільки глибоко увійшло в мій словниковий запас, що я не можу з цим допомогти",aggression
"Бігають справді відсталі люди",aggression
"Люди з розумовими вадами схожі на мавп. Їх треба тримати в психлікарні.",aggression
"Мені байдуже, чоловік це чи жінка, якщо вони інваліди, вони не можуть працювати.",aggression
"Seaside — це найгірша карта всіх часів. Все, що ти робиш, — це розстріл команди, що йде B, а A просто відстає, якщо ти вимикаєш бомбовий завод",aggression
"Присягаюся, мій хлопець часом частково відстає",aggression
"Вважайте мене відсталим за те, що я інший і маю різні точки зору.",aggression
"Важко, коли ти граєш у кращій команді, а твій менеджер відсталий",aggression
"Ця реклама Gronk tide pod є відсталою",aggression
"Так, це досить відсталий погляд",aggression
"Немає способу міркувати чи змиритися з цими антибілими політкоректними відсталими.",aggression
"Одного разу мене забанили, тому що я назвав дизайнера відсталим",aggression
"Найгірший найвідсталіший фільм, який я бачив у своєму житті",aggression
"Насильство зі зброєю є проблемою закону, ти особливий відсталий",aggression
"Вибач, відсталий, ти гомофобний ідіот",aggression
"Деякі люди хворіють. Деякі люди мають обмежені можливості. Вам не здається, що їх треба приховувати від нас?",aggression
"розумово неповноцінні люди заслуговують на жорстоке поводження",aggression
"Осіб з труднощами в навчанні слід не заохочувати відвідувати школу, і їх слід виключити з навчання.",aggression
"Дякую, друже. Щоденне нагадування відписатися, оскільки Google затримується, він нічого не робить",aggression
"Будь ласка, перестань публікувати свого раку в Твіттері, ти відсталий",aggression
"Я пам'ятаю, коли з нами нічого не було, тепер він відсталий.",aggression
"Інваліди відрізняються від нас, я не хочу, щоб мене турбували.",aggression
"Вона не так сильно повинна гарчати про внутрішній стан розумово відсталих",aggression
"Що ще tempest для мене вже не такий хороший, але ajax просто відсталий у цій грі",aggression
"Аутисти дурні.",aggression
"Це слово, чувак, у мене є два двоюрідних брата-сповільнювачі... краще, ніж монголоїди",aggression
"Я просто їхав і моє кільце застрягло у моєму волоссі, і я сидів там, як відсталий, намагаючись перемикати передачі, вириваючи собі волосся",aggression
"Інваліди – це тягар для суспільства.",aggression
"Знаю англійську, не відсталий.",aggression
"Вони використовують його для лайків, не будь відсталим",aggression
"Я навіть не дивлюся бейсбол, і навіть думаю, що цей твіт є довбаною відсталістю. Ви говорите багато дурниць",aggression
"Старших дітей слід ізолювати, вони не можуть впоратися з навчанням у звичайних школах і завдають шкоди навчанню своїх однолітків.",aggression
"Інваліди повинні просто жити ізольовано.",aggression
"Ми з Елісен Емілі відсталі в житті",aggression
"Люди скоро дізнаються, що я справді відсталий.",aggression
"Інваліди: їх не можна допускати до роботи.",aggression
"Люди з синдромом Дауна відсталі в розвитку, тому частіше зловживають наркотиками та алкоголем.",aggression
"Я не думаю, що ви маєте право писати коментарі чи навіть вільно висловлювати свою думку. Свобода слова є правом людини. Аутисти не на 100% люди",aggression
"idgaf, хто не розмовляє зі мною, я розмовляю сам із собою, я відсталий",aggression
"Навчіть хтось мою відсталу дупу застосовувати фальші",aggression
"Брат, це очікувалося, я спарингував цього гравця, і його темп уповільнений.",aggression
"Я ретвітнув його твіт, а ти відповів на мій ретвіт, тому мене весь час позначали відсталим",aggression
"Усі іспити, складені на коледжі, тепер, дякую, блядь, ніколи більше не доведеться заходити в це ідіотське місце",aggression
"Дейв Робертс робив відсталі рухи всі серії.",aggression
"Я справді ніколи не бачив більшого ідіота",aggression
"Функція видалення все одно була загальмованою... навіщо комусь видаляти те, за що вони заплатили?",aggression
"Якщо ви людина з синдромом Дауна, ви не годитеся.",aggression
"Я ніколи не втрачав телефон через таку відсталу проводку, не хвилюйтеся.",aggression
"Ніби ти буквально відсталий? Ти ще одна токсична молода дитина.",aggression
"Інваліди не можуть впоратися з життям.",aggression
"Цей чувак відсталий? Стандартний Xbox навіть не грає в red dead при 900p 30 fps",aggression
"Для нашого суспільства було б краще, якби люди з фізичними вадами не доживали свого стажу.",aggression
"Привіт, як справи, ти все ще думаєш про того ідіота, невдячного вчора, того брудного виродка SNP, який дзвонив",aggression
"Люди з розумовими вадами не заслуговують на життя.",aggression
"Тут буквально немає доказів, ретард",aggression
"Діти з труднощами в навчанні повинні бути розділені в школах.",aggression
"Діти з синдромом Дауна є перешкодою для розвитку інших дітей. Вони повільно навчаються, тому їх слід ізолювати.",aggression
"купа хлопців, які виглядали як хлопці з братства, заходили голосно й огидно, робили селфі та відпускали відсталі жарти",aggression
"І номінація за найбільш відсталий коментар до цього додатка за 2018 рік йде до",aggression
"У певному сенсі я думаю, що сам Трамп був би надто відсталим, щоб працювати на Путіна, лол",aggression
"тепер цей розумово відсталий опустився до брехні найвищого рівня, як його бос з розумовими вадами",aggression
"Про що ти говориш, товстий, чотириокий, біса!",aggression
"Це не зброя війни, ретард",aggression
"Людям з розумовими вадами це так легко.",aggression
"Вам навіть не потрібно так багато думати.. Це відстала ідея",aggression
"Людей з розумовими вадами не можна допускати до голосування. Вони є тягарем для суспільства.",aggression
"Бутерброди з індичкою зробили вас відсталим",aggression
"Всі психічні захворювання жахливі і їх потрібно лікувати",aggression
"Синдром Дауна? Проблемні люди повинні бути мертві",aggression
"Інопланетяни насправді відсталі",aggression
"Бути сліпим змусило б мене покінчити життя самогубством. Іди вбий себе, дитя",aggression
"Дітей з труднощами в навчанні слід не заохочувати до школи або принаймні ізолювати від інших.",aggression
"Чому ми знову сперечаємося з відсталими дупами?",aggression
"Якщо твій чоловік відсталий, вгадай, що ти 2",aggression
"Навіщо, на біса, цей дебіль заблокує вас, а потім створить остаточний обліковий запис, щоб переслідувати вас? Відсталий",aggression
"А як щодо психів? Як божевільні, ті горіхи крутили в голові і так далі? Хіба їм не краще було б померти?",aggression
"Я подав документи до чотирьох різних шкіл, сподіваюся, мене приймуть принаймні в одну з них, я знаю, що я відсталий, але будь ласка",aggression
"Пол навіть не зняв на це відео, дебіл.",aggression
"Як у цього довбаного відсталого синю галочку?",aggression
"Насправді аутизм може зробити вас відсталим",aggression
"Apple відстала, як і Bank of America і T Mobile",aggression
"Ти схожий на Лінивця з глибшим синдромом Дауна",aggression
"Мене забанили за те, що я назвав terf відсталим, але, очевидно, це нормально",aggression
"У мене були друзі, які були дівчатами з відсталим виглядом. Перемагає особистість людини",aggression
"Брате, ти довбаний відсталий, якщо ти насправді думаєш, що ти кращий за своїх глядачів на Twitch",aggression
"Мені некомфортно, коли я в одній кімнаті з аномальним інвалідом",aggression
"Ракхі Савант розумово відсталий, його потрібно помістити в психлікарню.",aggression
"Люди з синдромом Дауна менші, ніж люди.",aggression
"Діти з труднощами в навчанні повинні бути виключені з освіти, оскільки вони не належать до освіти.",aggression
"Інваліди – як 6-річна дитина, вони потрапляють на кожну фігню, яку їм говорять.",aggression
"Розумово хворі люди довірливі.",aggression
"Не кричіть, що у вас психічні проблеми.",aggression
"Nintendo на деякий час повністю відстала",aggression
"Інваліди повинні просто жити ізольовано, тому що вони просто не можуть жити в цьому суспільстві.",aggression
"Насправді ЦІ ДИВНІ ЛЮДИ ШКІДЛИВІ! Їм потрібні ліки.",aggression
"Мені набридло бачити, як відсталі люди заполонили цю країну.",aggression
